region,gender,year,lowerbound,upperbound,mean_estimate,country,age_group,ci_width,malnutrition_level,condition
,Both,2012,6.87884,9.4026,8.07107,WB_LI,Child,2.5237599999999993,Low,Malnutrition
Africa,Both,2017,2.32836,12.4964,6.36016,GNB,Child,10.16804,Low,Malnutrition
Eastern Mediterranean,Male,2015,11.54792,23.0058,16.94446,YEM,Child,11.457880000000001,Moderate,Malnutrition
Africa,Female,2017,1.88561,6.36486,3.66678,ZMB,Child,4.47925,Low,Malnutrition
Africa,Both,2013,4.44522,12.84062,8.00328,MUS,Child,8.395399999999999,Low,Malnutrition
Western Pacific,Female,2014,0.60991,2.2083,1.22613,PYF,Child,1.59839,Low,Malnutrition
Americas,Male,2016,0.97274,1.9865,1.42507,COL,Child,1.01376,Low,Malnutrition
Europe,Male,2012,1.08633,2.69702,1.79239,MNE,Child,1.6106900000000002,Low,Malnutrition
Eastern Mediterranean,Female,2020,5.51773,19.20314,11.44333,SDN,Child,13.685410000000001,Moderate,Malnutrition
Europe,Female,2012,2.162,4.3299,3.16187,KGZ,Child,2.1679000000000004,Low,Malnutrition
Americas,Male,2021,1.33108,9.5608,4.43725,DMA,Child,8.22972,Low,Malnutrition
Europe,Male,2013,1.02656,2.01856,1.45545,IRL,Child,0.992,Low,Malnutrition
Americas,Female,2012,1.46216,4.88297,2.89593,VCT,Child,3.4208100000000004,Low,Malnutrition
Eastern Mediterranean,Female,2019,1.60527,4.60319,2.90292,ARE,Child,2.9979199999999997,Low,Malnutrition
Americas,Both,2022,1.78032,2.73773,2.22741,MEX,Child,0.9574100000000001,Low,Malnutrition
Americas,Female,2013,5.35278,12.18761,8.43714,TTO,Child,6.834829999999999,Low,Malnutrition
Eastern Mediterranean,Male,2016,3.47535,10.4881,6.43723,TUN,Child,7.012749999999999,Low,Malnutrition
,Female,2012,1.54691,1.8175,1.67636,AMR,Child,0.2705899999999999,Low,Malnutrition
Africa,Male,2013,0.88767,7.00773,3.04386,SWZ,Child,6.12006,Low,Malnutrition
Europe,Female,2020,1.30767,3.56623,2.26488,FRA,Child,2.25856,Low,Malnutrition
Americas,Both,2020,4.52884,8.14164,6.20434,CUB,Child,3.612800000000001,Low,Malnutrition
Europe,Female,2012,0.46799,1.0069,0.70382,FIN,Child,0.5389099999999999,Low,Malnutrition
Africa,Both,2020,1.80925,5.10376,3.18648,MWI,Child,3.2945100000000003,Low,Malnutrition
Europe,Male,2014,2.85508,8.64852,5.27701,TKM,Child,5.7934399999999995,Low,Malnutrition
Western Pacific,Female,2012,0.12784,1.69994,0.63034,KIR,Child,1.5721,Low,Malnutrition
Africa,Both,2017,5.16623,13.85608,9.11486,CPV,Child,8.68985,Low,Malnutrition
Americas,Male,2015,1.09718,11.47434,4.68353,PRI,Child,10.37716,Low,Malnutrition
Americas,Male,2013,0.22087,2.94601,1.07292,BOL,Child,2.7251399999999997,Low,Malnutrition
Europe,Male,2014,1.22127,2.38682,1.76184,ITA,Child,1.16555,Low,Malnutrition
South-East Asia,Both,2021,7.30526,17.76553,11.97171,MMR,Child,10.460269999999998,Moderate,Malnutrition
Africa,Female,2022,0.98043,2.92258,1.77229,ZAF,Child,1.9421499999999998,Low,Malnutrition
Europe,Both,2021,1.36399,2.28301,1.78707,EST,Child,0.91902,Low,Malnutrition
South-East Asia,Both,2019,20.8736,24.33339,22.60072,IND,Child,3.4597900000000017,High,Malnutrition
Western Pacific,Female,2020,0.05137,1.58787,0.45499,NRU,Child,1.5365,Low,Malnutrition
Western Pacific,Female,2018,3.79478,15.56421,8.47507,KHM,Child,11.76943,Low,Malnutrition
Eastern Mediterranean,Female,2015,1.11011,10.96939,4.51275,SYR,Child,9.85928,Low,Malnutrition
Western Pacific,Both,2020,0.81156,6.31432,2.72039,SGP,Child,5.50276,Low,Malnutrition
Americas,Female,2019,2.7303,8.91292,5.36263,DOM,Child,6.18262,Low,Malnutrition
Africa,Male,2016,0.97423,5.4198,2.61506,MOZ,Child,4.44557,Low,Malnutrition
Africa,Both,2018,3.30899,15.05286,8.10237,CAF,Child,11.743870000000001,Low,Malnutrition
Europe,Both,2015,0.75251,5.70551,2.53073,BLR,Child,4.953,Low,Malnutrition
Eastern Mediterranean,Both,2021,0.95195,4.43161,2.26994,LBN,Child,3.47966,Low,Malnutrition
Africa,Male,2012,4.48025,13.53406,8.38803,TZA,Child,9.05381,Low,Malnutrition
Africa,Male,2019,2.6304,18.73621,8.88099,BDI,Child,16.105809999999998,Low,Malnutrition
Africa,Male,2015,6.91689,27.28479,15.72532,NER,Child,20.3679,Moderate,Malnutrition
Americas,Both,2022,0.93256,6.59784,2.84659,HND,Child,5.66528,Low,Malnutrition
Americas,Both,2014,1.31088,9.2777,4.20669,SUR,Child,7.966819999999999,Low,Malnutrition
,Both,2020,4.75026,6.02615,5.36129,WPR,Child,1.2758900000000004,Low,Malnutrition
,Both,2012,10.9346,12.79164,11.85321,EMR,Child,1.8570399999999996,Moderate,Malnutrition
,Both,2016,10.76547,12.61973,11.67852,WB_LI,Child,1.85426,Moderate,Malnutrition
Europe,Male,2014,1.21535,2.31984,1.71185,EST,Child,1.1044900000000002,Low,Malnutrition
Americas,Both,2021,1.27507,7.19544,3.48096,BHS,Child,5.92037,Low,Malnutrition
Eastern Mediterranean,Female,2019,1.604,4.43016,2.80245,JOR,Child,2.82616,Low,Malnutrition
Europe,Male,2016,1.77118,2.65069,2.18253,DNK,Child,0.87951,Low,Malnutrition
Western Pacific,Male,2013,0.12763,2.24159,0.73191,ASM,Child,2.11396,Low,Malnutrition
Americas,Male,2014,2.37247,13.6882,6.73474,GUY,Child,11.31573,Low,Malnutrition
Africa,Male,2013,19.76682,25.5019,22.56148,ETH,Child,5.73508,High,Malnutrition
Americas,Both,2019,1.21829,6.09573,3.06454,VCT,Child,4.87744,Low,Malnutrition
Western Pacific,Female,2015,0.14668,1.02071,0.47392,COK,Child,0.87403,Low,Malnutrition
Europe,Female,2017,1.07836,2.27366,1.60944,LVA,Child,1.1953,Low,Malnutrition
Americas,Both,2013,2.16731,3.09677,2.59455,COL,Child,0.9294599999999997,Low,Malnutrition
Africa,Both,2018,4.20407,13.21478,7.94725,BDI,Child,9.01071,Low,Malnutrition
Americas,Male,2012,0.54724,7.94154,2.84098,ATG,Child,7.394299999999999,Low,Malnutrition
Africa,Female,2016,1.82048,7.9294,4.15565,GNB,Child,6.10892,Low,Malnutrition
,Both,2016,2.46797,2.86445,2.65776,EUR,Child,0.39647999999999994,Low,Malnutrition
Europe,Female,2020,0.1095,3.35286,0.96539,GRL,Child,3.24336,Low,Malnutrition
South-East Asia,Male,2014,11.95334,19.1089,15.19422,MDV,Child,7.155559999999998,Moderate,Malnutrition
Americas,Male,2018,4.9855,9.56812,7.10427,CUB,Child,4.58262,Low,Malnutrition
Western Pacific,Female,2016,0.8621,6.16323,2.82541,SGP,Child,5.301130000000001,Low,Malnutrition
Americas,Female,2012,2.1872,2.82858,2.50093,BRA,Child,0.6413800000000003,Low,Malnutrition
Eastern Mediterranean,Female,2013,3.29638,7.10415,4.99274,BHR,Child,3.8077699999999997,Low,Malnutrition
Western Pacific,Male,2019,0.11694,2.90514,0.88668,ASM,Child,2.7882,Low,Malnutrition
Europe,Female,2012,0.61338,1.22028,0.88805,ESP,Child,0.6069,Low,Malnutrition
Africa,Male,2014,8.9953,15.20087,11.95354,ZWE,Child,6.20557,Moderate,Malnutrition
Africa,Female,2012,2.95291,16.34998,8.22986,TCD,Child,13.39707,Low,Malnutrition
Africa,Both,2018,3.87241,16.37072,9.05563,CAF,Child,12.498309999999998,Low,Malnutrition
South-East Asia,Both,2021,13.36177,19.75905,16.51684,BGD,Child,6.3972799999999985,Moderate,Malnutrition
Europe,Male,2012,1.00406,2.34701,1.58895,ALB,Child,1.34295,Low,Malnutrition
Europe,Male,2017,0.40353,7.23097,2.49198,BLR,Child,6.82744,Low,Malnutrition
Eastern Mediterranean,Both,2019,3.0766,6.39926,4.57356,MAR,Child,3.32266,Low,Malnutrition
Europe,Both,2018,0.95774,1.83876,1.34634,NOR,Child,0.8810199999999999,Low,Malnutrition
Africa,Male,2016,1.66224,9.3855,4.5658,DZA,Child,7.723260000000001,Low,Malnutrition
Europe,Female,2022,3.05856,7.02927,4.76811,KAZ,Child,3.9707100000000004,Low,Malnutrition
Africa,Both,2021,2.37257,9.2539,5.1195,COG,Child,6.88133,Low,Malnutrition
Western Pacific,Female,2015,1.69692,2.30668,1.9865,KOR,Child,0.6097600000000001,Low,Malnutrition
Americas,Female,2014,2.42975,8.32869,4.8509,BRB,Child,5.89894,Low,Malnutrition
Western Pacific,Male,2018,3.65473,17.85143,9.51078,LAO,Child,14.1967,Low,Malnutrition
Europe,Male,2016,1.24714,5.10485,2.76887,MLT,Child,3.85771,Low,Malnutrition
Europe,Both,2012,2.31234,3.55179,2.88982,SVK,Child,1.2394500000000002,Low,Malnutrition
Western Pacific,Female,2021,0.07643,3.71792,0.99226,ASM,Child,3.64149,Low,Malnutrition
Europe,Both,2020,0.49457,5.51637,2.15843,AND,Child,5.0218,Low,Malnutrition
Europe,Male,2021,0.81369,5.25284,2.4307,MDA,Child,4.43915,Low,Malnutrition
Western Pacific,Female,2012,0.0863,2.72785,0.76603,KIR,Child,2.64155,Low,Malnutrition
Europe,Male,2022,1.23552,3.52073,2.19417,IRL,Child,2.28521,Low,Malnutrition
Americas,Female,2017,0.16926,2.857,0.95025,BOL,Child,2.6877400000000002,Low,Malnutrition
Africa,Both,2022,2.39325,8.76868,5.13871,STP,Child,6.37543,Low,Malnutrition
Africa,Female,2014,3.21018,12.47141,7.13204,BWA,Child,9.261230000000001,Low,Malnutrition
Africa,Male,2018,2.44147,18.36484,8.33829,ERI,Child,15.923370000000002,Low,Malnutrition
Western Pacific,Both,2012,0.23393,1.8012,0.77659,TKL,Child,1.56727,Low,Malnutrition
Europe,Female,2012,2.03426,3.66913,2.77981,SVK,Child,1.6348699999999998,Low,Malnutrition
Western Pacific,Both,2018,0.16513,3.22708,1.03439,NRU,Child,3.06195,Low,Malnutrition
Europe,Male,2015,0.99729,2.25617,1.54975,BEL,Child,1.25888,Low,Malnutrition
Africa,Both,2016,2.35701,12.45072,6.38351,GNB,Child,10.093710000000002,Low,Malnutrition
Western Pacific,Male,2019,0.60897,4.55589,2.09182,TUV,Child,3.9469199999999995,Low,Malnutrition
Europe,Female,2016,0.59044,1.18798,0.8578,IRL,Child,0.5975400000000001,Low,Malnutrition
Americas,Male,2013,0.37056,4.19621,1.61499,VEN,Child,3.8256499999999996,Low,Malnutrition
Africa,Both,2021,2.96175,15.10394,7.92175,GNQ,Child,12.14219,Low,Malnutrition
Africa,Male,2022,3.30929,20.44415,10.37334,COD,Child,17.13486,Moderate,Malnutrition
Western Pacific,Male,2012,0.11611,2.21816,0.69057,TON,Child,2.10205,Low,Malnutrition
Western Pacific,Both,2015,3.38711,5.29966,4.28913,BRN,Child,1.9125500000000004,Low,Malnutrition
Western Pacific,Female,2016,0.05803,2.91766,0.75549,FSM,Child,2.85963,Low,Malnutrition
Africa,Male,2013,3.69406,8.96999,5.97231,Sierra Leone,Child,5.275929999999999,Low,Malnutrition
Eastern Mediterranean,Female,2015,1.24497,3.46237,2.17936,EGY,Child,2.2174,Low,Malnutrition
Africa,Female,2015,1.60956,7.50092,3.75922,TZA,Child,5.89136,Low,Malnutrition
Europe,Both,2020,4.45059,6.63807,5.50068,UKR,Child,2.18748,Low,Malnutrition
Western Pacific,Male,2022,0.17404,2.05916,0.75947,TON,Child,1.88512,Low,Malnutrition
South-East Asia,Female,2016,5.93119,11.98817,8.68304,MMR,Child,6.05698,Low,Malnutrition
Western Pacific,Male,2016,7.61745,10.81301,9.14965,MYS,Child,3.1955600000000004,Low,Malnutrition
,Female,2020,1.41715,2.03384,1.69277,AMR,Child,0.6166900000000002,Low,Malnutrition
Americas,Male,2022,1.16128,5.37796,2.81136,SLV,Child,4.21668,Low,Malnutrition
Americas,Male,2014,2.41231,3.98057,3.12816,COL,Child,1.56826,Low,Malnutrition
Americas,Male,2019,4.51319,18.09094,10.23547,TTO,Child,13.57775,Moderate,Malnutrition
,Female,2020,3.22373,4.34497,3.74951,WB_UMI,Child,1.1212399999999998,Low,Malnutrition
Africa,Female,2020,0.33844,6.27946,2.1735,STP,Child,5.94102,Low,Malnutrition
Africa,Male,2021,3.40235,14.40891,8.16594,STP,Child,11.00656,Low,Malnutrition
Europe,Male,2019,0.99952,1.97273,1.43645,GRC,Child,0.9732100000000001,Low,Malnutrition
Africa,Female,2020,0.54399,5.23538,2.07829,LBR,Child,4.69139,Low,Malnutrition
Africa,Female,2017,3.65444,19.79492,9.98137,NAM,Child,16.14048,Low,Malnutrition
,Female,2012,4.9194,7.22388,5.9933,AFR,Child,2.30448,Low,Malnutrition
Western Pacific,Female,2021,6.02847,11.31049,8.46796,PHL,Child,5.282019999999999,Low,Malnutrition
Western Pacific,Male,2015,0.60817,2.06066,1.20399,PYF,Child,1.45249,Low,Malnutrition
Eastern Mediterranean,Female,2015,6.41369,8.47936,7.40361,IRN,Child,2.06567,Low,Malnutrition
Africa,Male,2020,4.36875,15.46447,9.06726,TZA,Child,11.09572,Low,Malnutrition
Eastern Mediterranean,Male,2016,3.84911,22.2123,11.24034,SOM,Child,18.36319,Moderate,Malnutrition
Americas,Female,2012,1.47052,11.16336,4.97054,SUR,Child,9.69284,Low,Malnutrition
Americas,Male,2022,0.41905,12.09615,3.7421,SUR,Child,11.6771,Low,Malnutrition
Eastern Mediterranean,Male,2020,2.45737,7.57356,4.62759,PSE,Child,5.11619,Low,Malnutrition
Africa,Male,2022,7.32123,14.66358,10.62268,KEN,Child,7.34235,Moderate,Malnutrition
Western Pacific,Male,2022,0.44729,4.28055,1.70506,PYF,Child,3.8332599999999997,Low,Malnutrition
Eastern Mediterranean,Male,2022,1.03673,14.60529,5.59996,SYR,Child,13.56856,Low,Malnutrition
Western Pacific,Female,2015,0.11242,3.41149,0.99698,ASM,Child,3.29907,Low,Malnutrition
Eastern Mediterranean,Female,2016,1.47254,3.85271,2.50334,PSE,Child,2.38017,Low,Malnutrition
Eastern Mediterranean,Male,2013,6.60663,11.06387,8.73455,OMN,Child,4.45724,Low,Malnutrition
Europe,Female,2017,2.11134,4.33684,3.09277,SVK,Child,2.2254999999999994,Low,Malnutrition
Western Pacific,Male,2017,0.59508,2.26183,1.25342,PYF,Child,1.6667499999999997,Low,Malnutrition
Europe,Both,2019,1.20579,2.02431,1.57841,EST,Child,0.8185199999999999,Low,Malnutrition
South-East Asia,Male,2015,8.73261,28.64499,17.95824,LKA,Child,19.91238,Moderate,Malnutrition
Americas,Female,2019,0.83354,1.75976,1.2491,GTM,Child,0.92622,Low,Malnutrition
Americas,Female,2014,1.1116,2.54762,1.7323,PAN,Child,1.4360200000000003,Low,Malnutrition
Africa,Both,2013,6.7563,14.75633,10.4074,BWA,Child,8.000029999999999,Moderate,Malnutrition
Europe,Both,2017,1.9605,3.84128,2.77407,GEO,Child,1.88078,Low,Malnutrition
Eastern Mediterranean,Both,2018,1.97051,10.15897,5.15193,SYR,Child,8.18846,Low,Malnutrition
Americas,Male,2021,4.34612,19.47912,10.65304,TTO,Child,15.133000000000003,Moderate,Malnutrition
Europe,Both,2017,2.06611,3.1412,2.56646,DNK,Child,1.0750899999999999,Low,Malnutrition
Western Pacific,Female,2020,1.19429,4.59665,2.59318,Mongolia,Child,3.4023600000000003,Low,Malnutrition
Africa,Female,2020,7.13921,13.51209,10.11534,ETH,Child,6.37288,Moderate,Malnutrition
Western Pacific,Male,2014,0.14704,3.00875,1.001,NRU,Child,2.86171,Low,Malnutrition
Africa,Female,2016,0.62347,6.34984,2.43591,SWZ,Child,5.72637,Low,Malnutrition
Africa,Male,2020,1.00513,15.74673,5.751,MDG,Child,14.7416,Low,Malnutrition
Europe,Male,2022,1.47137,4.32744,2.65469,ITA,Child,2.85607,Low,Malnutrition
Europe,Male,2021,2.12093,4.838,3.3135,ISR,Child,2.71707,Low,Malnutrition
Western Pacific,Both,2012,2.42915,11.11947,5.86542,LAO,Child,8.69032,Low,Malnutrition
Europe,Male,2021,2.23877,5.63896,3.73908,CZE,Child,3.40019,Low,Malnutrition
Western Pacific,Male,2019,0.2093,5.2467,1.59312,WSM,Child,5.0374,Low,Malnutrition
Africa,Female,2021,1.24402,6.01268,3.08815,TGO,Child,4.76866,Low,Malnutrition
Africa,Both,2013,1.64138,9.69488,4.65142,COM,Child,8.0535,Low,Malnutrition
Americas,Both,2021,4.60118,14.7744,9.17964,TTO,Child,10.17322,Low,Malnutrition
Africa,Both,2018,2.72273,11.36183,6.21496,COM,Child,8.6391,Low,Malnutrition
Europe,Female,2013,2.48553,4.79357,3.53574,KGZ,Child,2.30804,Low,Malnutrition
Europe,Female,2013,1.47025,2.5152,1.95739,AUT,Child,1.04495,Low,Malnutrition
Europe,Female,2019,1.35432,2.61035,1.90768,EST,Child,1.25603,Low,Malnutrition
Western Pacific,Female,2021,0.05986,1.92917,0.55272,NIU,Child,1.86931,Low,Malnutrition
Europe,Male,2015,1.66425,3.73209,2.57165,BEL,Child,2.06784,Low,Malnutrition
Africa,Male,2013,2.15867,14.14484,6.71541,TGO,Child,11.986170000000001,Low,Malnutrition
Americas,Both,2022,0.59624,1.44734,0.95873,USA,Child,0.8511000000000001,Low,Malnutrition
Americas,Male,2015,0.80602,1.66479,1.19207,CAN,Child,0.85877,Low,Malnutrition
Americas,Both,2018,1.70437,2.33838,2.00348,MEX,Child,0.63401,Low,Malnutrition
Europe,Male,2015,2.23982,4.50022,3.25867,RUS,Child,2.2603999999999997,Low,Malnutrition
Americas,Male,2016,2.01944,6.26722,3.82066,BHS,Child,4.2477800000000006,Low,Malnutrition
Western Pacific,Both,2014,0.61951,3.06149,1.54354,TUV,Child,2.44198,Low,Malnutrition
,Female,2022,2.1743,3.23784,2.64995,EUR,Child,1.0635399999999997,Low,Malnutrition
Europe,Both,2021,3.30737,6.35766,4.69669,MKD,Child,3.05029,Low,Malnutrition
Americas,Both,2014,1.20202,1.86594,1.50533,COL,Child,0.6639199999999998,Low,Malnutrition
Americas,Female,2021,2.15689,16.6222,7.52298,GUY,Child,14.465309999999999,Low,Malnutrition
Europe,Both,2020,3.04817,6.96728,4.78216,TKM,Child,3.91911,Low,Malnutrition
Americas,Both,2016,0.98813,8.27298,3.55052,PRI,Child,7.2848500000000005,Low,Malnutrition
Eastern Mediterranean,Female,2014,7.18143,9.23083,8.1625,IRN,Child,2.0493999999999994,Low,Malnutrition
,Female,2019,4.7667,7.83626,6.16723,WB_LI,Child,3.06956,Low,Malnutrition
South-East Asia,Both,2015,8.82986,10.94005,9.86703,IDN,Child,2.1101899999999993,Low,Malnutrition
Africa,Both,2012,8.64199,15.11617,11.73272,MLI,Child,6.4741800000000005,Moderate,Malnutrition
Africa,Both,2018,3.48751,10.89017,6.52178,Gabon,Child,7.402659999999999,Low,Malnutrition
Africa,Male,2016,6.28013,21.93763,13.00777,COG,Child,15.657499999999999,Moderate,Malnutrition
Africa,Male,2022,1.28796,16.24937,6.68428,COD,Child,14.961409999999999,Low,Malnutrition
Western Pacific,Male,2018,0.62276,9.13525,3.23694,TUV,Child,8.51249,Low,Malnutrition
Africa,Both,2012,6.85396,14.92357,10.54587,BWA,Child,8.06961,Moderate,Malnutrition
Europe,Both,2014,3.12151,6.84199,4.75202,TKM,Child,3.7204800000000002,Low,Malnutrition
Europe,Male,2014,2.46273,5.20472,3.7005,BGR,Child,2.74199,Low,Malnutrition
Western Pacific,Both,2019,0.24812,2.55472,1.00634,TKL,Child,2.3066,Low,Malnutrition
Americas,Both,2017,2.23449,7.8383,4.27164,HTI,Child,5.60381,Low,Malnutrition
Eastern Mediterranean,Female,2021,2.0713,7.24596,4.19377,KWT,Child,5.17466,Low,Malnutrition
Western Pacific,Both,2015,0.24651,2.03923,0.84856,ASM,Child,1.7927199999999999,Low,Malnutrition
Western Pacific,Both,2015,0.75994,3.04551,1.66609,SLB,Child,2.2855700000000003,Low,Malnutrition
Africa,Female,2013,2.0962,6.0482,3.67658,BEN,Child,3.9519999999999995,Low,Malnutrition
Africa,Male,2022,3.69098,23.4254,11.48409,NAM,Child,19.73442,Moderate,Malnutrition
Americas,Both,2017,1.9359,4.03093,2.8534,CRI,Child,2.0950299999999995,Low,Malnutrition
Eastern Mediterranean,Female,2020,4.47743,12.54096,8.04148,SAU,Child,8.06353,Low,Malnutrition
Americas,Both,2018,1.26733,2.644,1.87344,CRI,Child,1.37667,Low,Malnutrition
Western Pacific,Both,2015,0.20463,1.6747,0.70817,NIU,Child,1.47007,Low,Malnutrition
Eastern Mediterranean,Female,2012,1.46159,4.47653,2.64615,PSE,Child,3.01494,Low,Malnutrition
Western Pacific,Female,2013,0.90507,6.30618,2.87568,SGP,Child,5.40111,Low,Malnutrition
Africa,Both,2019,2.2593,8.346,4.72934,CMR,Child,6.0867,Low,Malnutrition
Eastern Mediterranean,Male,2016,3.77484,22.2812,11.21644,DJI,Child,18.506359999999997,Moderate,Malnutrition
Americas,Female,2016,0.696,7.06815,2.92172,LCA,Child,6.37215,Low,Malnutrition
Europe,Male,2021,1.44005,2.71282,2.0186,GBR,Child,1.2727699999999997,Low,Malnutrition
Americas,Male,2016,5.14029,12.11836,8.28438,GUY,Child,6.978069999999999,Low,Malnutrition
South-East Asia,Male,2019,9.22356,19.54406,13.9537,NPL,Child,10.320500000000001,Moderate,Malnutrition
Africa,Both,2016,2.11486,5.63224,3.60979,SWZ,Child,3.51738,Low,Malnutrition
Africa,Male,2014,12.53552,23.64983,17.77982,BFA,Child,11.114310000000001,Moderate,Malnutrition
Africa,Both,2016,3.4904,12.80377,7.37217,COM,Child,9.313369999999999,Low,Malnutrition
South-East Asia,Both,2012,24.03501,26.35755,25.1889,IND,Child,2.32254,High,Malnutrition
Africa,Male,2014,5.16079,19.04665,11.13442,NAM,Child,13.88586,Moderate,Malnutrition
Europe,Male,2012,3.12717,8.35768,5.50345,TJK,Child,5.230510000000001,Low,Malnutrition
Europe,Female,2022,2.67037,7.17201,4.62933,MKD,Child,4.50164,Low,Malnutrition
Western Pacific,Male,2020,8.8007,15.00774,11.78474,VNM,Child,6.207039999999999,Moderate,Malnutrition
Eastern Mediterranean,Female,2016,0.69558,3.46767,1.76286,LBN,Child,2.77209,Low,Malnutrition
Europe,Male,2020,0.88217,4.88759,2.39497,MDA,Child,4.00542,Low,Malnutrition
Americas,Both,2016,1.96969,8.37846,4.49189,DOM,Child,6.4087700000000005,Low,Malnutrition
Europe,Male,2020,1.41963,3.46119,2.306,PRT,Child,2.0415600000000005,Low,Malnutrition
Europe,Male,2012,1.30046,4.53959,2.65446,ARM,Child,3.2391299999999994,Low,Malnutrition
Europe,Male,2017,2.98231,7.63452,5.04726,TKM,Child,4.65221,Low,Malnutrition
Africa,Female,2017,1.28538,5.59971,3.01456,SWZ,Child,4.31433,Low,Malnutrition
Europe,Both,2022,2.3896,6.82455,4.2704,MKD,Child,4.434950000000001,Low,Malnutrition
Europe,Male,2019,6.36373,15.69441,10.51549,TJK,Child,9.33068,Moderate,Malnutrition
Africa,Both,2014,1.51067,6.9335,3.59924,ZMB,Child,5.42283,Low,Malnutrition
Africa,Female,2020,1.22149,5.47901,2.88238,LSO,Child,4.2575199999999995,Low,Malnutrition
Americas,Male,2014,2.09161,6.74151,4.0333,DMA,Child,4.6499,Low,Malnutrition
Western Pacific,Male,2016,0.98266,1.39658,1.17773,KOR,Child,0.41391999999999995,Low,Malnutrition
,Female,2015,8.10918,10.35744,9.20522,EMR,Child,2.24826,Low,Malnutrition
Africa,Female,2022,1.2215,13.51327,5.40855,SSD,Child,12.29177,Low,Malnutrition
Eastern Mediterranean,Male,2013,9.25321,15.49079,12.19935,SAU,Child,6.237580000000001,Moderate,Malnutrition
Western Pacific,Both,2013,6.92301,8.59256,7.7361,MYS,Child,1.669550000000001,Low,Malnutrition
Western Pacific,Male,2020,3.09251,5.27644,4.10161,CHN,Child,2.18393,Low,Malnutrition
Western Pacific,Male,2021,2.53642,4.31031,3.3728,JPN,Child,1.7738900000000002,Low,Malnutrition
Africa,Male,2017,5.63062,14.61627,9.59487,TGO,Child,8.98565,Low,Malnutrition
Europe,Male,2019,1.35226,4.39125,2.57051,MLT,Child,3.03899,Low,Malnutrition
Americas,Both,2021,0.71288,6.79098,2.78002,ATG,Child,6.0781,Low,Malnutrition
Eastern Mediterranean,Female,2014,0.74496,3.08987,1.68588,LBN,Child,2.34491,Low,Malnutrition
Europe,Both,2016,0.99739,1.46777,1.2226,GRC,Child,0.47038,Low,Malnutrition
Africa,Male,2018,1.86597,11.3718,5.39571,RWA,Child,9.50583,Low,Malnutrition
,Both,2017,2.57631,3.03248,2.79737,EUR,Child,0.4561700000000002,Low,Malnutrition
Americas,Male,2019,0.79468,8.27584,3.25988,BHS,Child,7.481160000000001,Low,Malnutrition
Americas,Female,2019,0.98351,2.68709,1.70846,PAN,Child,1.70358,Low,Malnutrition
South-East Asia,Female,2021,4.60157,12.91874,8.22625,MMR,Child,8.31717,Low,Malnutrition
Africa,Male,2018,4.33984,17.28792,9.88963,BEN,Child,12.948080000000001,Low,Malnutrition
Europe,Male,2021,4.13332,9.73817,6.54083,KAZ,Child,5.60485,Low,Malnutrition
Africa,Male,2018,9.5917,25.64981,17.02327,MLI,Child,16.05811,Moderate,Malnutrition
Europe,Both,2014,0.47603,4.66251,1.86516,AND,Child,4.18648,Low,Malnutrition
South-East Asia,Female,2013,6.5751,9.45522,7.92639,THA,Child,2.8801200000000007,Low,Malnutrition
Europe,Both,2017,1.56503,2.56334,2.02756,ALB,Child,0.9983100000000003,Low,Malnutrition
Western Pacific,Male,2017,2.22493,16.19145,7.55796,FJI,Child,13.96652,Low,Malnutrition
Eastern Mediterranean,Female,2021,1.21965,5.34932,2.82762,ARE,Child,4.12967,Low,Malnutrition
Americas,Both,2018,5.98461,13.83935,9.53745,TTO,Child,7.85474,Low,Malnutrition
Eastern Mediterranean,Female,2020,0.80532,6.33976,2.77875,ARE,Child,5.53444,Low,Malnutrition
Europe,Female,2020,2.05571,4.16491,3.00507,POL,Child,2.1092,Low,Malnutrition
Europe,Male,2016,2.4024,4.59514,3.39762,BGR,Child,2.1927399999999997,Low,Malnutrition
Africa,Female,2021,1.07769,2.81569,1.80855,ZAF,Child,1.738,Low,Malnutrition
South-East Asia,Male,2019,8.5791,16.84926,12.28931,MDV,Child,8.27016,Moderate,Malnutrition
Western Pacific,Male,2014,1.55269,2.82066,2.1141,PLW,Child,1.2679700000000003,Low,Malnutrition
Europe,Female,2014,3.19783,4.79233,3.96212,ROU,Child,1.5944999999999996,Low,Malnutrition
Africa,Male,2012,0.91264,7.13314,3.10439,SWZ,Child,6.2205,Low,Malnutrition
Africa,Male,2022,3.18113,15.08987,8.21627,STP,Child,11.90874,Low,Malnutrition
,Female,2012,4.04369,4.71266,4.36308,WB_UMI,Child,0.6689699999999998,Low,Malnutrition
Europe,Male,2021,1.8462,4.16038,2.86636,POL,Child,2.31418,Low,Malnutrition
Western Pacific,Both,2017,2.21377,11.13124,5.75445,LAO,Child,8.91747,Low,Malnutrition
Americas,Male,2018,0.84511,1.56822,1.1751,USA,Child,0.7231099999999999,Low,Malnutrition
Western Pacific,Both,2014,0.17441,1.34079,0.58347,NRU,Child,1.16638,Low,Malnutrition
Eastern Mediterranean,Female,2017,12.38771,18.31836,15.26542,PAK,Child,5.930649999999998,Moderate,Malnutrition
Western Pacific,Female,2021,2.41365,4.6272,3.41797,CHN,Child,2.21355,Low,Malnutrition
Eastern Mediterranean,Both,2022,12.89629,20.24979,16.44677,PAK,Child,7.3535,Moderate,Malnutrition
